group,id,course,semester,grade
5,183,Vedic Philosophy and Spirituality,1,6
5,183,Vedic Philosophy and Spirituality,1,5
5,183,Vedic Philosophy and Spirituality,1,7.5
5,183,Yoga and Meditation,2,12
5,183,Yoga and Meditation,2,11.5
5,183,Yoga and Meditation,2,11
5,183,Yoga and Meditation,2,10
5,183,Yoga and Meditation,2,12.5
5,183,Yoga and Meditation,2,15.5
5,210,Architecture and Sculpture,1,20
5,210,Architecture and Sculpture,1,11.7
5,210,Architecture and Sculpture,1,13.5
5,210,Architecture and Sculpture,1,15.4
5,210,Architecture and Sculpture,1,15.6
5,210,Architecture and Sculpture,1,15.7
5,210,Architecture and Sculpture,1,14.4
5,210,Architecture and Sculpture,1,19.3
5,210,Architecture and Sculpture,1,12
5,210,Astrology and Astrology,1,10.5
5,210,Astrology and Astrology,1,13.25
5,210,Astrology and Astrology,1,4.75
5,210,Astrology and Astrology,1,12.25
5,210,Astrology and Astrology,1,10.25
5,210,Astrology and Astrology,1,8
5,210,Astrology and Astrology,1,15.5
5,210,Astrology and Astrology,1,7
5,210,Ayurveda and Traditional Medicine,2,14.25
5,210,Ayurveda and Traditional Medicine,2,13.5
5,210,Ayurveda and Traditional Medicine,2,18.25
5,210,Ayurveda and Traditional Medicine,2,10.5
5,210,Ayurveda and Traditional Medicine,2,19
5,210,History and Civilization of India,2,9
5,210,History and Civilization of India,2,7
5,210,History and Civilization of India,2,6.5
5,210,Martial Arts and Self-Defense,2,9.7
5,210,Martial Arts and Self-Defense,2,9.2
5,210,Martial Arts and Self-Defense,2,2.8
5,210,Martial Arts and Self-Defense,2,9.4
5,210,Martial Arts and Self-Defense,2,9.7
5,210,Martial Arts and Self-Defense,2,7.3
5,210,Music and Dance,2,11.6
5,210,Music and Dance,2,11.3
5,210,Music and Dance,2,9.9
5,210,Politics and Diplomacy,2,15.5
5,210,Politics and Diplomacy,2,9.25
5,210,Politics and Diplomacy,2,5
5,210,Politics and Diplomacy,2,10.25
5,210,Politics and Diplomacy,2,8
5,210,Sanskrit Language and Literature,2,12.9
5,210,Sanskrit Language and Literature,2,13.4
5,210,Sanskrit Language and Literature,2,13.9
5,210,Sanskrit Language and Literature,2,14.3
5,210,Sanskrit Language and Literature,2,13.5
5,210,Sanskrit Language and Literature,2,12.7
5,210,Vedic Philosophy and Spirituality,1,7
5,210,Vedic Philosophy and Spirituality,1,7
5,210,Vedic Philosophy and Spirituality,1,9.5
5,210,Vedic Philosophy and Spirituality,1,13.5
5,210,Vedic Philosophy and Spirituality,1,7.5
5,210,Vedic Philosophy and Spirituality,1,7
5,210,Vedic Philosophy and Spirituality,1,10
5,210,Yoga and Meditation,2,12
5,210,Yoga and Meditation,2,13
5,210,Yoga and Meditation,2,12.5
5,210,Yoga and Meditation,2,13
5,210,Yoga and Meditation,2,12
5,210,Yoga and Meditation,2,13
5,232,Architecture and Sculpture,1,15.3
5,232,Architecture and Sculpture,1,12.8
5,232,Architecture and Sculpture,1,16.3
5,232,Architecture and Sculpture,1,18
5,232,Architecture and Sculpture,1,8.2
5,232,Architecture and Sculpture,1,14.2
5,232,Architecture and Sculpture,1,12.9
5,232,Architecture and Sculpture,1,10.3
5,232,Architecture and Sculpture,1,15.1
5,232,Astrology and Astrology,1,9.75
5,232,Astrology and Astrology,1,8.25
5,232,Astrology and Astrology,1,19.5
5,232,Astrology and Astrology,1,11.25
5,232,Astrology and Astrology,1,6.75
5,232,Astrology and Astrology,1,9.25
5,232,Astrology and Astrology,1,11.25
5,232,Ayurveda and Traditional Medicine,2,10.25
5,232,Ayurveda and Traditional Medicine,2,12
5,232,Ayurveda and Traditional Medicine,2,17.25
5,232,Ayurveda and Traditional Medicine,2,11.5
5,232,Ayurveda and Traditional Medicine,2,7
5,232,History and Civilization of India,2,7.75
5,232,History and Civilization of India,2,12.25
5,232,History and Civilization of India,2,11
5,232,Martial Arts and Self-Defense,2,7.2
5,232,Martial Arts and Self-Defense,2,10.2
5,232,Martial Arts and Self-Defense,2,1.8
5,232,Martial Arts and Self-Defense,2,7.1
5,232,Martial Arts and Self-Defense,2,1.4
5,232,Martial Arts and Self-Defense,2,13.5
5,232,Music and Dance,2,11.5
5,232,Music and Dance,2,13.5
5,232,Music and Dance,2,13.3
5,232,Politics and Diplomacy,2,7.75
5,232,Politics and Diplomacy,2,10.25
5,232,Politics and Diplomacy,2,8
5,232,Politics and Diplomacy,2,11.75
5,232,Politics and Diplomacy,2,13.75
5,232,Sanskrit Language and Literature,2,14.5
5,232,Sanskrit Language and Literature,2,15.3
5,232,Sanskrit Language and Literature,2,11.9
5,232,Sanskrit Language and Literature,2,12.8
5,232,Sanskrit Language and Literature,2,14.8
5,232,Sanskrit Language and Literature,2,11.4
5,232,Vedic Philosophy and Spirituality,1,8
5,232,Vedic Philosophy and Spirituality,1,8.5
5,232,Vedic Philosophy and Spirituality,1,6.5
5,232,Vedic Philosophy and Spirituality,1,5
5,232,Vedic Philosophy and Spirituality,1,6.5
5,232,Vedic Philosophy and Spirituality,1,10.5
5,232,Yoga and Meditation,2,14
5,232,Yoga and Meditation,2,10.5
5,232,Yoga and Meditation,2,12.5
5,232,Yoga and Meditation,2,11
5,232,Yoga and Meditation,2,12
5,232,Yoga and Meditation,2,12.5
5,262,Architecture and Sculpture,1,11.7
5,262,Architecture and Sculpture,1,9.2
5,262,Architecture and Sculpture,1,14.9
5,262,Architecture and Sculpture,1,20
5,262,Architecture and Sculpture,1,13.2
5,262,Architecture and Sculpture,1,14.5
5,262,Architecture and Sculpture,1,12.3
5,262,Architecture and Sculpture,1,17.1
5,262,Architecture and Sculpture,1,14
5,262,Astrology and Astrology,1,11.25
5,262,Astrology and Astrology,1,9.5
5,262,Astrology and Astrology,1,7
5,262,Astrology and Astrology,1,10.25
5,262,Astrology and Astrology,1,7.75
5,262,Astrology and Astrology,1,8
5,262,Astrology and Astrology,1,10.75
5,262,Astrology and Astrology,1,3.75
5,262,Ayurveda and Traditional Medicine,2,9
5,262,Ayurveda and Traditional Medicine,2,9.5
5,262,Ayurveda and Traditional Medicine,2,13.5
5,262,Ayurveda and Traditional Medicine,2,20
5,262,Ayurveda and Traditional Medicine,2,11.5
5,262,History and Civilization of India,2,8.5
5,262,History and Civilization of India,2,6.5
5,262,History and Civilization of India,2,9.75
5,262,Martial Arts and Self-Defense,2,2.8
5,262,Martial Arts and Self-Defense,2,4.1
5,262,Martial Arts and Self-Defense,2,10.4
5,262,Martial Arts and Self-Defense,2,8
5,262,Music and Dance,2,13.9
5,262,Music and Dance,2,6.4
5,262,Music and Dance,2,13.9
5,262,Politics and Diplomacy,2,9.25
5,262,Politics and Diplomacy,2,8.75
5,262,Politics and Diplomacy,2,8.75
5,262,Politics and Diplomacy,2,6.5
5,262,Politics and Diplomacy,2,6
5,262,Sanskrit Language and Literature,2,12.2
5,262,Sanskrit Language and Literature,2,11.7
5,262,Sanskrit Language and Literature,2,11.9
5,262,Sanskrit Language and Literature,2,15.6
5,262,Sanskrit Language and Literature,2,14
5,262,Vedic Philosophy and Spirituality,1,9.5
5,262,Vedic Philosophy and Spirituality,1,6.5
5,262,Vedic Philosophy and Spirituality,1,5
5,262,Vedic Philosophy and Spirituality,1,6.5
5,262,Vedic Philosophy and Spirituality,1,3
5,262,Vedic Philosophy and Spirituality,1,4.5
5,262,Vedic Philosophy and Spirituality,1,11.5
5,262,Yoga and Meditation,2,11.5
5,262,Yoga and Meditation,2,10
5,262,Yoga and Meditation,2,12
5,262,Yoga and Meditation,2,14
5,262,Yoga and Meditation,2,11.5
5,262,Yoga and Meditation,2,12.5
5,267,Architecture and Sculpture,1,18.1
5,267,Architecture and Sculpture,1,14
5,267,Architecture and Sculpture,1,9.5
5,267,Architecture and Sculpture,1,9.9
5,267,Architecture and Sculpture,1,9.7
5,267,Architecture and Sculpture,1,11.1
5,267,Architecture and Sculpture,1,13.3
5,267,Architecture and Sculpture,1,13.7
5,267,Architecture and Sculpture,1,17.3
5,267,Astrology and Astrology,1,5.25
5,267,Astrology and Astrology,1,4.5
5,267,Astrology and Astrology,1,8.25
5,267,Astrology and Astrology,1,8.25
5,267,Astrology and Astrology,1,13.75
5,267,Astrology and Astrology,1,10.5
5,267,Astrology and Astrology,1,6.25
5,267,Astrology and Astrology,1,16.5
5,267,Ayurveda and Traditional Medicine,2,11.75
5,267,Ayurveda and Traditional Medicine,2,12.75
5,267,Ayurveda and Traditional Medicine,2,13.25
5,267,Ayurveda and Traditional Medicine,2,14
5,267,Ayurveda and Traditional Medicine,2,12.75
5,267,History and Civilization of India,2,7
5,267,History and Civilization of India,2,7.75
5,267,History and Civilization of India,2,10.5
5,267,Martial Arts and Self-Defense,2,9.3
5,267,Martial Arts and Self-Defense,2,10
5,267,Martial Arts and Self-Defense,2,6.3
5,267,Martial Arts and Self-Defense,2,2.3
5,267,Martial Arts and Self-Defense,2,5.3
5,267,Martial Arts and Self-Defense,2,3.4
5,267,Music and Dance,2,12.4
5,267,Music and Dance,2,13.4
5,267,Music and Dance,2,9.9
5,267,Politics and Diplomacy,2,10.5
5,267,Politics and Diplomacy,2,5
5,267,Politics and Diplomacy,2,10.5
5,267,Politics and Diplomacy,2,8.75
5,267,Sanskrit Language and Literature,2,13.7
5,267,Sanskrit Language and Literature,2,13.6
5,267,Sanskrit Language and Literature,2,11.9
5,267,Sanskrit Language and Literature,2,16.4
5,267,Sanskrit Language and Literature,2,15.3
5,267,Sanskrit Language and Literature,2,15.1
5,267,Vedic Philosophy and Spirituality,1,9.5
5,267,Vedic Philosophy and Spirituality,1,8.5
5,267,Vedic Philosophy and Spirituality,1,7
5,267,Vedic Philosophy and Spirituality,1,8
5,267,Vedic Philosophy and Spirituality,1,3
5,267,Vedic Philosophy and Spirituality,1,8.5
5,267,Vedic Philosophy and Spirituality,1,7
5,267,Yoga and Meditation,2,11.5
5,267,Yoga and Meditation,2,11
5,267,Yoga and Meditation,2,12
5,267,Yoga and Meditation,2,12.5
5,267,Yoga and Meditation,2,10.5
5,267,Yoga and Meditation,2,13
5,271,Architecture and Sculpture,1,12.7
5,271,Architecture and Sculpture,1,12.5
5,271,Architecture and Sculpture,1,12.7
5,271,Architecture and Sculpture,1,13.7
5,271,Architecture and Sculpture,1,14.7
5,271,Architecture and Sculpture,1,13.2
5,271,Architecture and Sculpture,1,12.4
5,271,Architecture and Sculpture,1,10.6
5,271,Architecture and Sculpture,1,13
5,271,Astrology and Astrology,1,10.5
5,271,Astrology and Astrology,1,10.25
5,271,Astrology and Astrology,1,5.5
5,271,Astrology and Astrology,1,11
5,271,Astrology and Astrology,1,13
5,271,Astrology and Astrology,1,3
5,271,Astrology and Astrology,1,9.75
5,271,Astrology and Astrology,1,4.75
5,271,Ayurveda and Traditional Medicine,2,12.5
5,271,Ayurveda and Traditional Medicine,2,6.25
5,271,Ayurveda and Traditional Medicine,2,9.75
5,271,Ayurveda and Traditional Medicine,2,9.25
5,271,Ayurveda and Traditional Medicine,2,7
5,271,History and Civilization of India,2,9.5
5,271,History and Civilization of India,2,9.5
5,271,History and Civilization of India,2,13.25
5,271,Martial Arts and Self-Defense,2,2.3
5,271,Martial Arts and Self-Defense,2,10
5,271,Martial Arts and Self-Defense,2,3.5
5,271,Martial Arts and Self-Defense,2,5.7
5,271,Martial Arts and Self-Defense,2,9
5,271,Music and Dance,2,15.2
5,271,Music and Dance,2,12.7
5,271,Music and Dance,2,13.1
5,271,Politics and Diplomacy,2,11
5,271,Politics and Diplomacy,2,11.75
5,271,Politics and Diplomacy,2,10.5
5,271,Politics and Diplomacy,2,10.5
5,271,Politics and Diplomacy,2,9.25
5,271,Sanskrit Language and Literature,2,15.3
5,271,Sanskrit Language and Literature,2,12.2
5,271,Sanskrit Language and Literature,2,12.1
5,271,Sanskrit Language and Literature,2,13.9
5,271,Sanskrit Language and Literature,2,13.3
5,271,Vedic Philosophy and Spirituality,1,8.5
5,271,Vedic Philosophy and Spirituality,1,5.5
5,271,Vedic Philosophy and Spirituality,1,9
5,271,Vedic Philosophy and Spirituality,1,6
5,271,Vedic Philosophy and Spirituality,1,7
5,271,Vedic Philosophy and Spirituality,1,4.5
5,271,Yoga and Meditation,2,10
5,271,Yoga and Meditation,2,9
5,271,Yoga and Meditation,2,11.5
5,271,Yoga and Meditation,2,11
5,271,Yoga and Meditation,2,11.5
5,271,Yoga and Meditation,2,7.5
5,313,Architecture and Sculpture,1,16.1
5,313,Architecture and Sculpture,1,11.3
5,313,Architecture and Sculpture,1,10.5
5,313,Architecture and Sculpture,1,11.9
5,313,Architecture and Sculpture,1,10.8
5,313,Architecture and Sculpture,1,13.1
5,313,Architecture and Sculpture,1,12.1
5,313,Architecture and Sculpture,1,6.1
5,313,Architecture and Sculpture,1,18.3
5,313,Astrology and Astrology,1,4.75
5,313,Astrology and Astrology,1,15.5
5,313,Astrology and Astrology,1,5.25
5,313,Astrology and Astrology,1,5.25
5,313,Astrology and Astrology,1,6.25
5,313,Astrology and Astrology,1,4.5
5,313,Astrology and Astrology,1,4.75
5,313,Astrology and Astrology,1,3.25
5,313,Ayurveda and Traditional Medicine,2,13.5
5,313,Ayurveda and Traditional Medicine,2,11.5
5,313,Ayurveda and Traditional Medicine,2,6.75
5,313,Ayurveda and Traditional Medicine,2,15
5,313,History and Civilization of India,2,10.25
5,313,History and Civilization of India,2,9.25
5,313,History and Civilization of India,2,9
5,313,Martial Arts and Self-Defense,2,6.4
5,313,Martial Arts and Self-Defense,2,11.7
5,313,Martial Arts and Self-Defense,2,7.3
5,313,Martial Arts and Self-Defense,2,4.9
5,313,Martial Arts and Self-Defense,2,13.6
5,313,Martial Arts and Self-Defense,2,11
5,313,Music and Dance,2,8.8
5,313,Music and Dance,2,9.8
5,313,Music and Dance,2,8.2
5,313,Politics and Diplomacy,2,12.25
5,313,Politics and Diplomacy,2,4
5,313,Politics and Diplomacy,2,8
5,313,Sanskrit Language and Literature,2,14.2
5,313,Sanskrit Language and Literature,2,11.8
5,313,Sanskrit Language and Literature,2,15.8
5,313,Sanskrit Language and Literature,2,13.9
5,313,Sanskrit Language and Literature,2,14.1
5,313,Sanskrit Language and Literature,2,13.4
5,313,Vedic Philosophy and Spirituality,1,5.5
5,313,Vedic Philosophy and Spirituality,1,10.5
5,313,Vedic Philosophy and Spirituality,1,5.5
5,313,Vedic Philosophy and Spirituality,1,8
5,313,Vedic Philosophy and Spirituality,1,10
5,313,Vedic Philosophy and Spirituality,1,6.5
5,313,Vedic Philosophy and Spirituality,1,7.5
5,313,Yoga and Meditation,2,10
5,313,Yoga and Meditation,2,13.5
5,313,Yoga and Meditation,2,12.5
5,313,Yoga and Meditation,2,14.5
5,313,Yoga and Meditation,2,11.5
5,313,Yoga and Meditation,2,11
5,372,Architecture and Sculpture,1,14.6
5,372,Architecture and Sculpture,1,11.8
5,372,Architecture and Sculpture,1,17
5,372,Architecture and Sculpture,1,17.2
5,372,Architecture and Sculpture,1,15.3
5,372,Architecture and Sculpture,1,9.5
5,372,Architecture and Sculpture,1,14.8
5,372,Architecture and Sculpture,1,12.1
5,372,Architecture and Sculpture,1,9.2
5,372,Astrology and Astrology,1,15.5
5,372,Astrology and Astrology,1,9.5
5,372,Astrology and Astrology,1,8.5
5,372,Astrology and Astrology,1,4
5,372,Astrology and Astrology,1,5.75
5,372,Astrology and Astrology,1,9
5,372,Astrology and Astrology,1,2.75
5,372,Astrology and Astrology,1,7.25
5,372,Ayurveda and Traditional Medicine,2,19.25
5,372,Ayurveda and Traditional Medicine,2,9.75
5,372,Ayurveda and Traditional Medicine,2,13.5
5,372,Ayurveda and Traditional Medicine,2,15.75
5,372,Ayurveda and Traditional Medicine,2,8
5,372,History and Civilization of India,2,4
5,372,History and Civilization of India,2,7.5
5,372,History and Civilization of India,2,9.25
5,372,Martial Arts and Self-Defense,2,7.7
5,372,Martial Arts and Self-Defense,2,9.3
5,372,Martial Arts and Self-Defense,2,3.4
5,372,Martial Arts and Self-Defense,2,9.1
5,372,Martial Arts and Self-Defense,2,8.8
5,372,Martial Arts and Self-Defense,2,13.7
5,372,Music and Dance,2,13.9
5,372,Music and Dance,2,13.2
5,372,Music and Dance,2,11.4
5,372,Politics and Diplomacy,2,5.5
5,372,Politics and Diplomacy,2,13.25
5,372,Politics and Diplomacy,2,8
5,372,Politics and Diplomacy,2,10.5
5,372,Politics and Diplomacy,2,8.25
5,372,Sanskrit Language and Literature,2,12.8
5,372,Sanskrit Language and Literature,2,15
5,372,Sanskrit Language and Literature,2,13.5
5,372,Sanskrit Language and Literature,2,13.1
5,372,Sanskrit Language and Literature,2,12.6
5,372,Sanskrit Language and Literature,2,13.9
5,372,Vedic Philosophy and Spirituality,1,6
5,372,Vedic Philosophy and Spirituality,1,9.5
5,372,Vedic Philosophy and Spirituality,1,6.5
5,372,Vedic Philosophy and Spirituality,1,9
5,372,Vedic Philosophy and Spirituality,1,11
5,372,Vedic Philosophy and Spirituality,1,5
5,372,Vedic Philosophy and Spirituality,1,9
5,372,Yoga and Meditation,2,13.5
5,372,Yoga and Meditation,2,13.5
5,372,Yoga and Meditation,2,12
5,372,Yoga and Meditation,2,10
5,372,Yoga and Meditation,2,11.5
5,372,Yoga and Meditation,2,11
5,422,Architecture and Sculpture,1,12.5
5,422,Architecture and Sculpture,1,12.5
5,422,Architecture and Sculpture,1,12
5,422,Architecture and Sculpture,1,11.5
5,422,Architecture and Sculpture,1,14.3
5,422,Architecture and Sculpture,1,11.8
5,422,Architecture and Sculpture,1,16.3
5,422,Astrology and Astrology,1,10
5,422,Astrology and Astrology,1,11.25
5,422,Astrology and Astrology,1,12.75
5,422,Astrology and Astrology,1,8.25
5,422,Astrology and Astrology,1,10.5
5,422,Astrology and Astrology,1,11.25
5,422,Astrology and Astrology,1,6.5
5,422,Astrology and Astrology,1,12.5
5,422,Ayurveda and Traditional Medicine,2,7
5,422,Ayurveda and Traditional Medicine,2,11.25
5,422,Ayurveda and Traditional Medicine,2,14
5,422,Ayurveda and Traditional Medicine,2,11.75
5,422,Ayurveda and Traditional Medicine,2,6
5,422,History and Civilization of India,2,11.5
5,422,History and Civilization of India,2,10
5,422,History and Civilization of India,2,7
5,422,Martial Arts and Self-Defense,2,4
5,422,Martial Arts and Self-Defense,2,7.4
5,422,Martial Arts and Self-Defense,2,4.8
5,422,Martial Arts and Self-Defense,2,6.3
5,422,Martial Arts and Self-Defense,2,3
5,422,Music and Dance,2,11.9
5,422,Music and Dance,2,11.5
5,422,Music and Dance,2,14.2
5,422,Politics and Diplomacy,2,5
5,422,Politics and Diplomacy,2,12.5
5,422,Politics and Diplomacy,2,9
5,422,Politics and Diplomacy,2,8.25
5,422,Politics and Diplomacy,2,4.25
5,422,Sanskrit Language and Literature,2,12.4
5,422,Sanskrit Language and Literature,2,12.3
5,422,Sanskrit Language and Literature,2,14.6
5,422,Sanskrit Language and Literature,2,13.4
5,422,Sanskrit Language and Literature,2,12
5,422,Sanskrit Language and Literature,2,13.3
5,422,Vedic Philosophy and Spirituality,1,7
5,422,Vedic Philosophy and Spirituality,1,7.5
5,422,Vedic Philosophy and Spirituality,1,6
5,422,Vedic Philosophy and Spirituality,1,9
5,422,Vedic Philosophy and Spirituality,1,9
5,422,Vedic Philosophy and Spirituality,1,6
5,422,Yoga and Meditation,2,11
5,422,Yoga and Meditation,2,12
5,422,Yoga and Meditation,2,11.5
5,422,Yoga and Meditation,2,11.5
5,422,Yoga and Meditation,2,10
5,422,Yoga and Meditation,2,13
5,456,Architecture and Sculpture,1,13.1
5,456,Architecture and Sculpture,1,17.5
5,456,Architecture and Sculpture,1,13.8
5,456,Architecture and Sculpture,1,15
5,456,Architecture and Sculpture,1,12.3
5,456,Architecture and Sculpture,1,14.8
5,456,Architecture and Sculpture,1,17.7
5,456,Architecture and Sculpture,1,12.8
5,456,Architecture and Sculpture,1,11.1
5,456,Astrology and Astrology,1,7
5,456,Astrology and Astrology,1,8.5
5,456,Astrology and Astrology,1,10.5
5,456,Astrology and Astrology,1,4.75
5,456,Astrology and Astrology,1,6.5
5,456,Astrology and Astrology,1,2.25
5,456,Astrology and Astrology,1,10
5,456,Ayurveda and Traditional Medicine,2,9.25
5,456,Ayurveda and Traditional Medicine,2,17
5,456,Ayurveda and Traditional Medicine,2,13.75
5,456,Ayurveda and Traditional Medicine,2,12.75
5,456,Ayurveda and Traditional Medicine,2,13.5
5,456,History and Civilization of India,2,8.5
5,456,History and Civilization of India,2,11
5,456,History and Civilization of India,2,6.25
5,456,Martial Arts and Self-Defense,2,6.3
5,456,Martial Arts and Self-Defense,2,9.6
5,456,Martial Arts and Self-Defense,2,5
5,456,Martial Arts and Self-Defense,2,6.6
5,456,Music and Dance,2,11.2
5,456,Music and Dance,2,9.9
5,456,Music and Dance,2,13.3
5,456,Politics and Diplomacy,2,5.25
5,456,Politics and Diplomacy,2,6.75
5,456,Politics and Diplomacy,2,7.5
5,456,Politics and Diplomacy,2,11
5,456,Politics and Diplomacy,2,2.75
5,456,Sanskrit Language and Literature,2,12.9
5,456,Sanskrit Language and Literature,2,11.9
5,456,Sanskrit Language and Literature,2,14.1
5,456,Sanskrit Language and Literature,2,14.4
5,456,Sanskrit Language and Literature,2,13.3
5,456,Sanskrit Language and Literature,2,12.1
5,456,Vedic Philosophy and Spirituality,1,5
5,456,Vedic Philosophy and Spirituality,1,6
5,456,Vedic Philosophy and Spirituality,1,10.5
5,456,Vedic Philosophy and Spirituality,1,9
5,456,Vedic Philosophy and Spirituality,1,6
5,456,Vedic Philosophy and Spirituality,1,7
5,456,Vedic Philosophy and Spirituality,1,5.5
5,456,Yoga and Meditation,2,13
5,456,Yoga and Meditation,2,12
5,456,Yoga and Meditation,2,13
5,456,Yoga and Meditation,2,11.5
5,456,Yoga and Meditation,2,11
5,456,Yoga and Meditation,2,11.5
5,478,Architecture and Sculpture,1,7.3
5,478,Architecture and Sculpture,1,10.8
5,478,Architecture and Sculpture,1,9
5,478,Architecture and Sculpture,1,14.5
5,478,Architecture and Sculpture,1,11.3
5,478,Architecture and Sculpture,1,16.5
5,478,Architecture and Sculpture,1,13.9
5,478,Architecture and Sculpture,1,10.8
5,478,Architecture and Sculpture,1,9.4
5,478,Astrology and Astrology,1,10.5
5,478,Astrology and Astrology,1,10.75
5,478,Astrology and Astrology,1,9.5
5,478,Astrology and Astrology,1,6
5,478,Astrology and Astrology,1,13
5,478,Astrology and Astrology,1,10
5,478,Astrology and Astrology,1,9
5,478,Astrology and Astrology,1,11
5,478,Ayurveda and Traditional Medicine,2,8.5
5,478,Ayurveda and Traditional Medicine,2,13.25
5,478,Ayurveda and Traditional Medicine,2,14
5,478,Ayurveda and Traditional Medicine,2,14
5,478,Ayurveda and Traditional Medicine,2,15.5
5,478,History and Civilization of India,2,9.75
5,478,History and Civilization of India,2,6
5,478,History and Civilization of India,2,7.5
5,478,Martial Arts and Self-Defense,2,6.8
5,478,Martial Arts and Self-Defense,2,6.5
5,478,Martial Arts and Self-Defense,2,7.7
5,478,Martial Arts and Self-Defense,2,8.4
5,478,Martial Arts and Self-Defense,2,8
5,478,Music and Dance,2,10.8
5,478,Music and Dance,2,12
5,478,Music and Dance,2,13.8
5,478,Politics and Diplomacy,2,9
5,478,Politics and Diplomacy,2,16.75
5,478,Politics and Diplomacy,2,2.5
5,478,Politics and Diplomacy,2,9
5,478,Politics and Diplomacy,2,8.25
5,478,Sanskrit Language and Literature,2,15
5,478,Sanskrit Language and Literature,2,16
5,478,Sanskrit Language and Literature,2,12.8
5,478,Sanskrit Language and Literature,2,13.4
5,478,Sanskrit Language and Literature,2,13.4
5,478,Sanskrit Language and Literature,2,12.2
5,478,Vedic Philosophy and Spirituality,1,10.5
5,478,Vedic Philosophy and Spirituality,1,10
5,478,Vedic Philosophy and Spirituality,1,7
5,478,Vedic Philosophy and Spirituality,1,6
5,478,Vedic Philosophy and Spirituality,1,8
5,478,Vedic Philosophy and Spirituality,1,5
5,478,Vedic Philosophy and Spirituality,1,7
5,478,Yoga and Meditation,2,12
5,478,Yoga and Meditation,2,12
5,478,Yoga and Meditation,2,10.5
5,479,Architecture and Sculpture,1,14.4
5,479,Architecture and Sculpture,1,15
5,479,Architecture and Sculpture,1,14
5,479,Architecture and Sculpture,1,16.7
5,479,Architecture and Sculpture,1,12.3
5,479,Architecture and Sculpture,1,10.7
5,479,Architecture and Sculpture,1,12.6
5,479,Astrology and Astrology,1,14.25
5,479,Astrology and Astrology,1,10.25
5,479,Astrology and Astrology,1,3.5
5,479,Astrology and Astrology,1,1.25
5,479,Astrology and Astrology,1,9.25
5,479,Astrology and Astrology,1,8.75
5,479,Astrology and Astrology,1,7.75
5,479,Astrology and Astrology,1,13
5,479,Ayurveda and Traditional Medicine,2,11.5
5,479,Ayurveda and Traditional Medicine,2,15.25
5,479,Ayurveda and Traditional Medicine,2,13.5
5,479,Ayurveda and Traditional Medicine,2,5
5,479,Ayurveda and Traditional Medicine,2,16.25
5,479,History and Civilization of India,2,10.5
5,479,History and Civilization of India,2,9.25
5,479,History and Civilization of India,2,6.75
5,479,Martial Arts and Self-Defense,2,5.9
5,479,Martial Arts and Self-Defense,2,9.4
5,479,Martial Arts and Self-Defense,2,10.2
5,479,Martial Arts and Self-Defense,2,1.8
5,479,Martial Arts and Self-Defense,2,1.9
5,479,Music and Dance,2,11.7
5,479,Music and Dance,2,10.8
5,479,Music and Dance,2,12.8
5,479,Politics and Diplomacy,2,11.25
5,479,Politics and Diplomacy,2,10.75
5,479,Politics and Diplomacy,2,12.25
5,479,Politics and Diplomacy,2,9
5,479,Politics and Diplomacy,2,2
5,479,Sanskrit Language and Literature,2,17.7
5,479,Sanskrit Language and Literature,2,11.9
5,479,Sanskrit Language and Literature,2,13.8
5,479,Sanskrit Language and Literature,2,11.6
5,479,Sanskrit Language and Literature,2,13.4
5,479,Sanskrit Language and Literature,2,15.3
5,479,Vedic Philosophy and Spirituality,1,7
5,479,Vedic Philosophy and Spirituality,1,8
5,479,Vedic Philosophy and Spirituality,1,6.5
5,479,Vedic Philosophy and Spirituality,1,8
5,479,Vedic Philosophy and Spirituality,1,13.5
5,479,Vedic Philosophy and Spirituality,1,8
5,479,Vedic Philosophy and Spirituality,1,9
5,479,Yoga and Meditation,2,11.5
5,479,Yoga and Meditation,2,11
5,479,Yoga and Meditation,2,10.5
5,479,Yoga and Meditation,2,13
5,479,Yoga and Meditation,2,13.5
5,479,Yoga and Meditation,2,9.5
5,543,Architecture and Sculpture,1,11.5
5,543,Architecture and Sculpture,1,18.6
5,543,Architecture and Sculpture,1,12.2
5,543,Architecture and Sculpture,1,10.1
5,543,Architecture and Sculpture,1,15.7
5,543,Architecture and Sculpture,1,15.7
5,543,Architecture and Sculpture,1,8
5,543,Architecture and Sculpture,1,15.8
5,543,Architecture and Sculpture,1,13.5
5,543,Astrology and Astrology,1,9.25
5,543,Astrology and Astrology,1,10.75
5,543,Astrology and Astrology,1,12
5,543,Astrology and Astrology,1,13.75
5,543,Astrology and Astrology,1,5.5
5,543,Astrology and Astrology,1,9.25
5,543,Astrology and Astrology,1,5.5
5,543,Astrology and Astrology,1,11.25
5,543,Ayurveda and Traditional Medicine,2,15.25
5,543,Ayurveda and Traditional Medicine,2,11.25
5,543,Ayurveda and Traditional Medicine,2,15
5,543,Ayurveda and Traditional Medicine,2,14.75
5,543,Ayurveda and Traditional Medicine,2,12.5
5,543,History and Civilization of India,2,7.75
5,543,History and Civilization of India,2,6.25
5,543,History and Civilization of India,2,5.75
5,543,Martial Arts and Self-Defense,2,2.2
5,543,Martial Arts and Self-Defense,2,14.2
5,543,Martial Arts and Self-Defense,2,5.7
5,543,Martial Arts and Self-Defense,2,8.4
5,543,Martial Arts and Self-Defense,2,12.3
5,543,Martial Arts and Self-Defense,2,4.9
